Ticker,Mean,5th Percentile,95th Percentile
AAPL,238.3127758566155,202.893802138546,275.13481060287444
MSFT,537.9289304454203,469.4075683889798,615.1051803323378
PFE,24.608898665023343,21.751801442997085,27.74949129298487
JNJ,174.55645152556465,158.64421176382126,191.88709081969776
