Date,Forecast,Actual
2025-07-03,25.114146214338643,25.21999931335449
2025-07-04,25.129330891673956,25.179999351501465
2025-07-07,25.147964112035172,25.13999938964844
2025-07-08,25.192816426779636,25.209999084472656
2025-07-09,25.201611473971887,25.34000015258789
2025-07-10,25.171421064151588,25.540000915527344
2025-07-11,25.139637934878632,25.420000076293945
2025-07-14,25.137586799821523,25.34000015258789
2025-07-15,25.159159011985995,24.530000686645508
2025-07-16,25.176864429468512,24.530000686645508
2025-07-17,25.174471840111718,24.450000762939453
2025-07-18,25.159862450084482,24.38999938964844
2025-07-21,25.150697710983415,24.26000022888184
2025-07-22,25.154449431752024,24.34000015258789
2025-07-23,25.163889397794236,25.25
2025-07-24,25.168210558591728,25.26000022888184
2025-07-25,25.164591259464633,24.6200008392334
2025-07-28,25.15875993830267,24.239999771118164
2025-07-29,25.1570341222007,23.93000030517578
2025-07-30,25.159973560098745,23.799999237060547
2025-07-31,25.163416740801477,23.13999938964844
2025-08-01,25.16385421152865,23.11000061035156
2025-08-04,25.16168484212064,23.399999618530277
2025-08-05,25.15974979697593,24.270000457763672
2025-08-06,25.15987897415595,23.86000061035156
2025-08-07,25.1613778531961,23.940000534057617
2025-08-08,25.162402121172658,24.15999984741211
2025-08-11,25.162079643252238,24.530000686645508
2025-08-12,25.161096734751425,24.46999931335449
2025-08-13,25.160597394725233,24.739999771118164
