Price,Adj Close,Close,High,Low,Open,Volume
Ticker,JNJ,JNJ,JNJ,JNJ,JNJ,JNJ
Date,,,,,,
2019-01-02,106.38429260253906,127.75,128.3800048828125,126.27999877929688,128.1300048828125,7631700
2019-01-03,104.69384002685547,125.72000122070312,128.27000427246094,125.36000061035156,128.13999938964844,8654500
2019-01-04,106.45093536376953,127.83000183105469,128.64999389648438,126.7300033569336,127.12000274658203,8831700
2019-01-07,105.76806640625,127.01000213623047,128.35000610351562,126.80000305175781,127.62999725341797,8404700
2019-01-08,108.2247085571289,129.9600067138672,130.5,127.7300033569336,128.17999267578125,9351600
2019-01-09,107.36695098876953,128.92999267578125,130.24000549316406,128.3300018310547,129.8300018310547,7403500
2019-01-10,108.01652526855469,129.7100067138672,129.88999938964844,127.69000244140625,127.69000244140625,6224400
2019-01-11,108.04981231689453,129.75,129.83999633789062,128.30999755859375,129.0,5300400
2019-01-14,106.82567596435547,128.27999877929688,128.9600067138672,127.58999633789062,128.74000549316406,7374400
2019-01-15,107.72503662109375,129.36000061035156,129.49000549316406,127.6500015258789,128.52000427246094,5194400
2019-01-16,106.62581634521484,128.0399932861328,129.41000366210938,127.9000015258789,129.41000366210938,6264200
2019-01-17,107.50019836425781,129.08999633789062,129.52000427246094,127.45999908447266,127.70999908447266,7632000
2019-01-18,108.83260345458984,130.69000244140625,131.17999267578125,129.4499969482422,129.89999389648438,10593000
2019-01-22,107.25870513916016,128.8000030517578,129.5,127.01000213623047,128.1999969482422,10568100
2019-01-23,107.25870513916016,128.8000030517578,129.3000030517578,127.93000030517578,128.5,9267800
2019-01-24,105.78472900390625,127.02999877929688,128.6999969482422,125.0,128.49000549316406,9917000
2019-01-25,106.7840576171875,128.22999572753906,128.4499969482422,127.02999877929688,128.1300048828125,7585100
2019-01-28,107.41693878173828,128.99000549316406,129.14999389648438,127.29000091552734,127.80999755859375,6927700
2019-01-29,108.5328140258789,130.3300018310547,130.47000122070312,128.5,128.9499969482422,6669300
2019-01-30,109.62371826171875,131.63999938964844,132.19000244140625,130.3000030517578,130.3699951171875,7299300
2019-01-31,110.8228759765625,133.0800018310547,135.19000244140625,130.8699951171875,131.6300048828125,17298100
2019-02-01,111.75555419921875,134.1999969482422,134.69000244140625,133.47000122070312,134.02000427246094,9575200
2019-02-04,110.65634155273438,132.8800048828125,134.14999389648438,132.2100067138672,133.9600067138672,7759000
2019-02-05,110.65634155273438,132.8800048828125,133.8800048828125,132.75,133.52000427246094,6449800
2019-02-06,110.75626373291016,133.0,133.57000732421875,132.3000030517578,133.0800018310547,5066100
2019-02-07,109.96519470214844,132.0500030517578,132.63999938964844,131.52999877929688,132.4499969482422,6085300
2019-02-08,110.25663757324219,132.39999389648438,132.4600067138672,131.5399932861328,131.9499969482422,4436700
2019-02-11,109.92353057861328,132.0,132.6699981689453,131.25999450683594,132.30999755859375,4962200
2019-02-12,111.7222671508789,134.16000366210938,134.3000030517578,132.0800018310547,132.0800018310547,6262300
2019-02-13,111.96375274658203,134.4499969482422,134.97999572753906,133.2100067138672,134.07000732421875,7902200
2019-02-14,111.84717559814453,134.30999755859375,134.82000732421875,133.35000610351562,134.3000030517578,3910400
2019-02-15,113.57097625732422,136.3800048828125,136.41000366210938,135.00999450683594,135.19000244140625,6665000
2019-02-19,112.99637603759766,135.69000244140625,136.3800048828125,135.6300048828125,136.13999938964844,5935500
2019-02-20,113.54598999023438,136.35000610351562,136.72999572753906,135.72999572753906,135.97000122070312,6089800
2019-02-21,112.77153778076172,135.4199981689453,135.7899932861328,134.27000427246094,134.97999572753906,6665500
2019-02-22,113.75416564941406,136.60000610351562,136.63999938964844,134.82000732421875,135.2899932861328,5223900
2019-02-25,114.17332458496094,136.1999969482422,137.49000549316406,135.86000061035156,136.35000610351562,6846600
2019-02-26,114.0978775024414,136.11000061035156,136.9600067138672,136.0500030517578,136.44000244140625,5106900
2019-02-27,113.89668273925781,135.8699951171875,136.25,135.38999938964844,135.52000427246094,4378100
