Date,Forecast,Actual
2025-08-25,25.79336,25.11000061035156
2025-08-26,25.349012,24.870000839233402
2025-08-27,25.027176,24.85000038146973
2025-08-28,24.94004,24.510000228881836
2025-08-29,24.664768,24.510000228881836
2025-09-01,24.6024,24.609999656677246
2025-09-02,24.679405,24.709999084472656
2025-09-03,24.78627,24.71999931335449
2025-09-04,24.82141,24.350000381469727
2025-09-05,24.532465,24.510000228881836
2025-09-08,24.577467,24.309999465942383
2025-09-09,24.441582,24.510000228881836
2025-09-10,24.564514,24.450000762939453
2025-09-11,24.556673,24.540000915527344
2025-09-12,24.622963,23.84000015258789
2025-09-15,24.089897,23.68000030517578
2025-09-16,23.818363,23.8700008392334
2025-09-17,23.91262,23.899999618530277
2025-09-18,23.981,23.959999084472656
2025-09-19,24.050465,23.81999969482422
2025-09-22,23.959,24.030000686645508
2025-09-23,24.093546,24.049999237060547
2025-09-24,24.148405,23.979999542236328
2025-09-25,24.104311,23.57999992370605
2025-09-26,23.776888,23.61000061035156
2025-09-29,23.710058,23.63999938964844
2025-09-30,23.728289,23.809999465942383
2025-10-01,23.873676,25.579999923706055
2025-10-02,25.304033,26.6200008392334
2025-10-03,26.527805,27.040000915527344
